RAW,DATA TAG,PRICE,PRICE_UNIT,CLEANED TAG,TYPE,LOC,ALL AREA,AREA,TERRAIN,DISPONIBL MAINTEN,NEUF,CHAMBRE,PIECE,FLOOR,FLOORS
"Appartement à vendre - Paris 2ème - 749 000 € - 2 pièces, 1 chambre, 48 m², Étage 2/6","['APPART A VENDR', 'PARIS 2EM', '2 PIEC', '1 CHAMBR', '48 M²', 'ETAG 2/6']",749000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'ETAG')",APPART A VENDR,75002,['48 M²'],48.0,0.0,0,0,1,2,2,6
"Appartement à vendre - Paris 4ème - 749 900 € - 2 pièces, 1 chambre, 70 m², Étage 1/6","['APPART A VENDR', 'PARIS 4EM', '2 PIEC', '1 CHAMBR', '70 M²', 'ETAG 1/6']",749900.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'ETAG')",APPART A VENDR,75004,['70 M²'],70.0,0.0,0,0,1,2,1,6
"Appartement à vendre - Paris 10ème - 215 000 € - 1 pièce, 18 m², RDC/5","['APPART A VENDR', 'PARIS 10EM', '1 PIEC', '18 M²', 'RDC/5']",215000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'M²', 'RDC')",APPART A VENDR,75010,['18 M²'],18.0,0.0,0,0,0,1,0,5
"Appartement à vendre - Paris 10ème - 215 000 € - 2 pièces, 1 chambre, 18 m², Étage 1/5","['APPART A VENDR', 'PARIS 10EM', '2 PIEC', '1 CHAMBR', '18 M²', 'ETAG 1/5']",215000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'ETAG')",APPART A VENDR,75010,['18 M²'],18.0,0.0,0,0,1,2,1,5
"Appartement à vendre - Paris 12ème - 550 000 € - 2 pièces, 1 chambre, 51 m², RDC/5","['APPART A VENDR', 'PARIS 12EM', '2 PIEC', '1 CHAMBR', '51 M²', 'RDC/5']",550000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'RDC')",APPART A VENDR,75012,['51 M²'],51.0,0.0,0,0,1,2,0,5
"Appartement à vendre - Paris 6ème - 465 000 € - 2 pièces, 1 chambre, 32 m², Étage 6/2","['APPART A VENDR', 'PARIS 6EM', '2 PIEC', '1 CHAMBR', '32 M²', 'ETAG 6/2']",465000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'ETAG')",APPART A VENDR,75006,['32 M²'],32.0,0.0,0,0,1,2,6,2
"Appartement à vendre - Paris 11ème - 499 500 € - 2 pièces, 1 chambre, 46 m², Étage 1/7","['APPART A VENDR', 'PARIS 11EM', '2 PIEC', '1 CHAMBR', '46 M²', 'ETAG 1/7']",499500.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'ETAG')",APPART A VENDR,75011,['46 M²'],46.0,0.0,0,0,1,2,1,7
"Appartement à vendre - Paris 17ème - 1 000 000 € - 4 pièces, 1 chambre, 74,8 m², Étage 2/6","['APPART A VENDR', 'PARIS 17EM', '4 PIEC', '1 CHAMBR', '74.8 M²', 'ETAG 2/6']",1000000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'ETAG')",APPART A VENDR,75017,['74.8 M²'],74.8,0.0,0,0,1,4,2,6
"Appartement à vendre - Paris 8ème - 1 450 000 € - 2 pièces, 1 chambre, 85 m², Étage 1/5","['APPART A VENDR', 'PARIS 8EM', '2 PIEC', '1 CHAMBR', '85 M²', 'ETAG 1/5']",1450000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'ETAG')",APPART A VENDR,75008,['85 M²'],85.0,0.0,0,0,1,2,1,5
"Appartement à vendre - Paris 20ème - 550 000 € - 3 pièces, 1 chambre, 86,1 m², Étage 1/12","['APPART A VENDR', 'PARIS 20EM', '3 PIEC', '1 CHAMBR', '86.1 M²', 'ETAG 1/12']",550000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'ETAG')",APPART A VENDR,75020,['86.1 M²'],86.1,0.0,0,0,1,3,1,12
"Appartement à vendre - Paris 11ème - 150 000 € - 1 pièce, 14 m², Étage 6/6","['APPART A VENDR', 'PARIS 11EM', '1 PIEC', '14 M²', 'ETAG 6/6']",150000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'M²', 'ETAG')",APPART A VENDR,75011,['14 M²'],14.0,0.0,0,0,0,1,6,6
"Duplex à vendre - Neuf - Saint-Cloud - 1 140 000 € - 4 pièces, 3 chambres, 100,8 m², RDC","['DUPLEX A VENDR', 'NEUF', 'SAINT CLOUD', '4 PIEC', '3 CHAMBR', '100.8 M²', 'RDC']",1140000.0,EUR,"('DUPLEX A VENDR', 'NEUF', 'SAINT CLOUD', 'PIEC', 'CHAMBR', 'M²', 'RDC')",DUPLEX A VENDR,92000,['100.8 M²'],100.8,0.0,0,1,3,4,0,0
"Appartement à vendre - Paris 15ème - 450 000 € - 2 pièces, 1 chambre, 45 m², Étage 3/7","['APPART A VENDR', 'PARIS 15EM', '2 PIEC', '1 CHAMBR', '45 M²', 'ETAG 3/7']",450000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'ETAG')",APPART A VENDR,75015,['45 M²'],45.0,0.0,0,0,1,2,3,7
"Appartement à vendre - Paris 18ème - 290 000 € - 2 pièces, 1 chambre, 28 m², Étage 1/4","['APPART A VENDR', 'PARIS 18EM', '2 PIEC', '1 CHAMBR', '28 M²', 'ETAG 1/4']",290000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'ETAG')",APPART A VENDR,75018,['28 M²'],28.0,0.0,0,0,1,2,1,4
"Appartement à vendre - Paris 18ème - 629 000 € - 4 pièces, 3 chambres, 80 m², Étage 4/10","['APPART A VENDR', 'PARIS 18EM', '4 PIEC', '3 CHAMBR', '80 M²', 'ETAG 4/10']",629000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'ETAG')",APPART A VENDR,75018,['80 M²'],80.0,0.0,0,0,3,4,4,10
"Appartement à vendre - Paris 20ème - 329 000 € - 2 pièces, 1 chambre, 38 m², Étage 2/6","['APPART A VENDR', 'PARIS 20EM', '2 PIEC', '1 CHAMBR', '38 M²', 'ETAG 2/6']",329000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'ETAG')",APPART A VENDR,75020,['38 M²'],38.0,0.0,0,0,1,2,2,6
"Appartement à vendre - Paris 15ème - 460 000 € - 2 pièces, 1 chambre, 43 m², Étage 6/7","['APPART A VENDR', 'PARIS 15EM', '2 PIEC', '1 CHAMBR', '43 M²', 'ETAG 6/7']",460000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'ETAG')",APPART A VENDR,75015,['43 M²'],43.0,0.0,0,0,1,2,6,7
"Appartement à vendre - Paris 17ème - 1 190 000 € - 3 pièces, 1 chambre, 76,7 m², Étage 2/6","['APPART A VENDR', 'PARIS 17EM', '3 PIEC', '1 CHAMBR', '76.7 M²', 'ETAG 2/6']",1190000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'ETAG')",APPART A VENDR,75017,['76.7 M²'],76.7,0.0,0,0,1,3,2,6
"Appartement à vendre - Paris 8ème - 1 250 000 € - 3 pièces, 2 chambres, 86 m², Étage 2/2","['APPART A VENDR', 'PARIS 8EM', '3 PIEC', '2 CHAMBR', '86 M²', 'ETAG 2/2']",1250000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'ETAG')",APPART A VENDR,75008,['86 M²'],86.0,0.0,0,0,2,3,2,2
"Appartement à vendre - Paris 11ème - 649 000 € - 2 pièces, 1 chambre, 59 m², Étage 3/6","['APPART A VENDR', 'PARIS 11EM', '2 PIEC', '1 CHAMBR', '59 M²', 'ETAG 3/6']",649000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'ETAG')",APPART A VENDR,75011,['59 M²'],59.0,0.0,0,0,1,2,3,6
"Maison à vendre - Paris 13ème - 1 700 000 € - 6 pièces, 3 chambres, 155,7 m², 42,2 m² de terrain","['MAISON A VENDR', 'PARIS 13EM', '6 PIEC', '3 CHAMBR', '155.7 M²', '42.2 M² TERRAIN']",1700000.0,EUR,"('MAISON A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'M²')",MAISON A VENDR,75013,"['155.7 M²', '42.2 M² TERRAIN']",155.7,42.2,0,0,3,6,0,0
"Appartement à vendre - Paris 16ème - 2 490 000 € - 5 pièces, 3 chambres, 147,5 m², Étage 6/7","['APPART A VENDR', 'PARIS 16EM', '5 PIEC', '3 CHAMBR', '147.5 M²', 'ETAG 6/7']",2490000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'ETAG')",APPART A VENDR,75016,['147.5 M²'],147.5,0.0,0,0,3,5,6,7
"Appartement à vendre - Paris 20ème - 890 000 € - 3 pièces, 2 chambres, 82 m², Étage 3/7","['APPART A VENDR', 'PARIS 20EM', '3 PIEC', '2 CHAMBR', '82 M²', 'ETAG 3/7']",890000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'ETAG')",APPART A VENDR,75020,['82 M²'],82.0,0.0,0,0,2,3,3,7
"Appartement à vendre - Paris 10ème - 660 000 € - 3 pièces, 2 chambres, 63 m², Étage 5/6","['APPART A VENDR', 'PARIS 10EM', '3 PIEC', '2 CHAMBR', '63 M²', 'ETAG 5/6']",660000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'ETAG')",APPART A VENDR,75010,['63 M²'],63.0,0.0,0,0,2,3,5,6
"Appartement à vendre - Paris 13ème - 165 000 € - 1 pièce, 20 m², RDC/5","['APPART A VENDR', 'PARIS 13EM', '1 PIEC', '20 M²', 'RDC/5']",165000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'M²', 'RDC')",APPART A VENDR,75013,['20 M²'],20.0,0.0,0,0,0,1,0,5
"Appartement à vendre - Paris 4ème - 432 000 € - 1 pièce, 1 chambre, 40 m², Étage 2/2","['APPART A VENDR', 'PARIS 4EM', '1 PIEC', '1 CHAMBR', '40 M²', 'ETAG 2/2']",432000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'ETAG')",APPART A VENDR,75004,['40 M²'],40.0,0.0,0,0,1,1,2,2
"Appartement à vendre - Paris 13ème - 415 000 € - 2 pièces, 1 chambre, 37 m², Étage 1/6","['APPART A VENDR', 'PARIS 13EM', '2 PIEC', '1 CHAMBR', '37 M²', 'ETAG 1/6']",415000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'ETAG')",APPART A VENDR,75013,['37 M²'],37.0,0.0,0,0,1,2,1,6
"Appartement à vendre - Paris 17ème - 1 050 000 € - 3 pièces, 1 chambre, 67,6 m², Étage 5/7","['APPART A VENDR', 'PARIS 17EM', '3 PIEC', '1 CHAMBR', '67.6 M²', 'ETAG 5/7']",1050000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'ETAG')",APPART A VENDR,75017,['67.6 M²'],67.6,0.0,0,0,1,3,5,7
"Appartement à vendre - Paris 9ème - 1 580 000 € - 4 pièces, 2 chambres, 90,1 m², 5ème étage","['APPART A VENDR', 'PARIS 9EM', '4 PIEC', '2 CHAMBR', '90.1 M²', '5EM ETAG']",1580000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'ETAG')",APPART A VENDR,75009,['90.1 M²'],90.1,0.0,0,0,2,4,5,5
"Appartement à vendre - Neuf - Boulogne-Billancourt - 623 000 € - 2 pièces, 45,9 m², 5ème étage","['APPART A VENDR', 'NEUF', 'BOULOGN BILLANCOURT', '2 PIEC', '45.9 M²', '5EM ETAG']",623000.0,EUR,"('APPART A VENDR', 'NEUF', 'BOULOGN BILLANCOURT', 'PIEC', 'M²', 'ETAG')",APPART A VENDR,92000,['45.9 M²'],45.9,0.0,0,1,1,2,5,5
"Appartement à vendre - Paris 19ème - 839 000 € - 4 pièces, 3 chambres, 97 m², Étage 2/7","['APPART A VENDR', 'PARIS 19EM', '4 PIEC', '3 CHAMBR', '97 M²', 'ETAG 2/7']",839000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'ETAG')",APPART A VENDR,75019,['97 M²'],97.0,0.0,0,0,3,4,2,7
"Appartement à vendre - Paris 17ème - 832 000 € - 3 pièces, 1 chambre, 74,7 m², RDC/6","['APPART A VENDR', 'PARIS 17EM', '3 PIEC', '1 CHAMBR', '74.7 M²', 'RDC/6']",832000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'RDC')",APPART A VENDR,75017,['74.7 M²'],74.7,0.0,0,0,1,3,0,6
"Appartement à vendre - Paris 5ème - 820 000 € - 2 pièces, 2 chambres, 58 m², Étage 5/6","['APPART A VENDR', 'PARIS 5EM', '2 PIEC', '2 CHAMBR', '58 M²', 'ETAG 5/6']",820000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'ETAG')",APPART A VENDR,75005,['58 M²'],58.0,0.0,0,0,2,2,5,6
"Appartement à vendre - Paris 4ème - 490 000 € - 2 pièces, 1 chambre, 30,2 m², Étage 2/6","['APPART A VENDR', 'PARIS 4EM', '2 PIEC', '1 CHAMBR', '30.2 M²', 'ETAG 2/6']",490000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'ETAG')",APPART A VENDR,75004,['30.2 M²'],30.2,0.0,0,0,1,2,2,6
"Appartement à vendre - Paris 16ème - 1 410 000 € - 4 pièces, 2 chambres, 108,4 m², Étage 3/8","['APPART A VENDR', 'PARIS 16EM', '4 PIEC', '2 CHAMBR', '108.4 M²', 'ETAG 3/8']",1410000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'ETAG')",APPART A VENDR,75016,['108.4 M²'],108.4,0.0,0,0,2,4,3,8
"Appartement à vendre - Neuf - Paris 8ème - 695 000 € - 2 pièces, 1 chambre, 45 m², Étage 6/6","['APPART A VENDR', 'NEUF', 'PARIS 8EM', '2 PIEC', '1 CHAMBR', '45 M²', 'ETAG 6/6']",695000.0,EUR,"('APPART A VENDR', 'NEUF', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'ETAG')",APPART A VENDR,75008,['45 M²'],45.0,0.0,0,1,1,2,6,6
"Appartement à vendre - Paris 10ème - 680 000 € - 3 pièces, 2 chambres, 68,4 m², Étage 3/3","['APPART A VENDR', 'PARIS 10EM', '3 PIEC', '2 CHAMBR', '68.4 M²', 'ETAG 3/3']",680000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'ETAG')",APPART A VENDR,75010,['68.4 M²'],68.4,0.0,0,0,2,3,3,3
"Appartement à vendre - Neuf - Paris 18ème - 689 000 € - 3 pièces, 2 chambres, 52 m², Étage 3/3","['APPART A VENDR', 'NEUF', 'PARIS 18EM', '3 PIEC', '2 CHAMBR', '52 M²', 'ETAG 3/3']",689000.0,EUR,"('APPART A VENDR', 'NEUF', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'ETAG')",APPART A VENDR,75018,['52 M²'],52.0,0.0,0,1,2,3,3,3
"Appartement à vendre - Paris 3ème - 688 000 € - 3 pièces, 1 chambre, 54,2 m², Étage 6/7","['APPART A VENDR', 'PARIS 3EM', '3 PIEC', '1 CHAMBR', '54.2 M²', 'ETAG 6/7']",688000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'ETAG')",APPART A VENDR,75003,['54.2 M²'],54.2,0.0,0,0,1,3,6,7
"Appartement à vendre - Paris 20ème - 380 000 € - 2 pièces, 1 chambre, 46 m²","['APPART A VENDR', 'PARIS 20EM', '2 PIEC', '1 CHAMBR', '46 M²']",380000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²')",APPART A VENDR,75020,['46 M²'],46.0,0.0,0,0,1,2,0,0
"Appartement à vendre - Paris 18ème - 508 000 € - 2 pièces, 1 chambre, 46 m², Étage 2/6","['APPART A VENDR', 'PARIS 18EM', '2 PIEC', '1 CHAMBR', '46 M²', 'ETAG 2/6']",508000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'ETAG')",APPART A VENDR,75018,['46 M²'],46.0,0.0,0,0,1,2,2,6
"Appartement à vendre - Neuf - Paris 16ème - 2 490 000 € - 5 pièces, 3 chambres, 147,1 m², Étage 6/7","['APPART A VENDR', 'NEUF', 'PARIS 16EM', '5 PIEC', '3 CHAMBR', '147.1 M²', 'ETAG 6/7']",2490000.0,EUR,"('APPART A VENDR', 'NEUF', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'ETAG')",APPART A VENDR,75016,['147.1 M²'],147.1,0.0,0,1,3,5,6,7
"Appartement à vendre - Neuf - Paris 18ème - 1 090 000 € - 5 pièces, 4 chambres, 138 m², Étage 1/8","['APPART A VENDR', 'NEUF', 'PARIS 18EM', '5 PIEC', '4 CHAMBR', '138 M²', 'ETAG 1/8']",1090000.0,EUR,"('APPART A VENDR', 'NEUF', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'ETAG')",APPART A VENDR,75018,['138 M²'],138.0,0.0,0,1,4,5,1,8
"Appartement à vendre - Vanves - 563 750 € - 4 pièces, 3 chambres, 86 m², Étage 4/9","['APPART A VENDR', 'VANV', '4 PIEC', '3 CHAMBR', '86 M²', 'ETAG 4/9']",563750.0,EUR,"('APPART A VENDR', 'VANV', 'PIEC', 'CHAMBR', 'M²', 'ETAG')",APPART A VENDR,92000,['86 M²'],86.0,0.0,0,0,3,4,4,9
"Appartement à vendre - Paris 12ème - 860 000 € - 5 pièces, 3 chambres, 99 m², Étage 1/6","['APPART A VENDR', 'PARIS 12EM', '5 PIEC', '3 CHAMBR', '99 M²', 'ETAG 1/6']",860000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'ETAG')",APPART A VENDR,75012,['99 M²'],99.0,0.0,0,0,3,5,1,6
"Appartement à vendre - Paris 12ème - 506 000 € - 2 pièces, 1 chambre, 44 m², Étage 5/6","['APPART A VENDR', 'PARIS 12EM', '2 PIEC', '1 CHAMBR', '44 M²', 'ETAG 5/6']",506000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'ETAG')",APPART A VENDR,75012,['44 M²'],44.0,0.0,0,0,1,2,5,6
"Appartement à vendre - Paris 12ème - 465 000 € - 3 pièces, 1 chambre, 48 m², 5 étages","['APPART A VENDR', 'PARIS 12EM', '3 PIEC', '1 CHAMBR', '48 M²', '5 ETAG']",465000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'ETAG')",APPART A VENDR,75012,['48 M²'],48.0,0.0,0,0,1,3,5,5
"Appartement à vendre - Paris 17ème - 770 000 € - 3 pièces, 2 chambres, 73 m², Étage 3/6","['APPART A VENDR', 'PARIS 17EM', '3 PIEC', '2 CHAMBR', '73 M²', 'ETAG 3/6']",770000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'ETAG')",APPART A VENDR,75017,['73 M²'],73.0,0.0,0,0,2,3,3,6
"Appartement à vendre - Paris 8ème - 420 000 € - 1 pièce, 27 m², Étage 8/8","['APPART A VENDR', 'PARIS 8EM', '1 PIEC', '27 M²', 'ETAG 8/8']",420000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'M²', 'ETAG')",APPART A VENDR,75008,['27 M²'],27.0,0.0,0,0,0,1,8,8
"Appartement à vendre - Paris 18ème - 300 000 € - 2 pièces, 1 chambre, 37 m², Étage 3/5","['APPART A VENDR', 'PARIS 18EM', '2 PIEC', '1 CHAMBR', '37 M²', 'ETAG 3/5']",300000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'ETAG')",APPART A VENDR,75018,['37 M²'],37.0,0.0,0,0,1,2,3,5
"Appartement à vendre - Paris 18ème - 435 000 € - 3 pièces, 2 chambres, 56 m², Étage 3/4","['APPART A VENDR', 'PARIS 18EM', '3 PIEC', '2 CHAMBR', '56 M²', 'ETAG 3/4']",435000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'ETAG')",APPART A VENDR,75018,['56 M²'],56.0,0.0,0,0,2,3,3,4
"Appartement à vendre - Paris 3ème - 1 295 000 € - 2 pièces, 1 chambre, 65,1 m², 1er étage","['APPART A VENDR', 'PARIS 3EM', '2 PIEC', '1 CHAMBR', '65.1 M²', '1ER ETAG']",1295000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'ETAG')",APPART A VENDR,75003,['65.1 M²'],65.1,0.0,0,0,1,2,1,1
"Appartement à vendre - Paris 19ème - 900 000 € - 4 pièces, 3 chambres, 96 m², Étage 5/13","['APPART A VENDR', 'PARIS 19EM', '4 PIEC', '3 CHAMBR', '96 M²', 'ETAG 5/13']",900000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'ETAG')",APPART A VENDR,75019,['96 M²'],96.0,0.0,0,0,3,4,5,13
"Appartement à vendre - Paris 17ème - 515 000 € - 2 pièces, 1 chambre, 44 m², Étage 5/6","['APPART A VENDR', 'PARIS 17EM', '2 PIEC', '1 CHAMBR', '44 M²', 'ETAG 5/6']",515000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'ETAG')",APPART A VENDR,75017,['44 M²'],44.0,0.0,0,0,1,2,5,6
"Appartement à vendre - Paris 3ème - 1 100 000 € - 3 pièces, 2 chambres, 73,2 m², 3ème étage","['APPART A VENDR', 'PARIS 3EM', '3 PIEC', '2 CHAMBR', '73.2 M²', '3EM ETAG']",1100000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'ETAG')",APPART A VENDR,75003,['73.2 M²'],73.2,0.0,0,0,2,3,3,3
"Appartement à vendre - Paris 19ème - 530 000 € - 4 pièces, 2 chambres, 145 m², RDC/6","['APPART A VENDR', 'PARIS 19EM', '4 PIEC', '2 CHAMBR', '145 M²', 'RDC/6']",530000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'RDC')",APPART A VENDR,75019,['145 M²'],145.0,0.0,0,0,2,4,0,6
"Appartement à vendre - Paris 10ème - 1 290 000 € - 5 pièces, 4 chambres, 123 m², Étage 5/6","['APPART A VENDR', 'PARIS 10EM', '5 PIEC', '4 CHAMBR', '123 M²', 'ETAG 5/6']",1290000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'ETAG')",APPART A VENDR,75010,['123 M²'],123.0,0.0,0,0,4,5,5,6
"Appartement à vendre - Paris 11ème - 557 000 € - 2 pièces, 1 chambre, 45,4 m², RDC","['APPART A VENDR', 'PARIS 11EM', '2 PIEC', '1 CHAMBR', '45.4 M²', 'RDC']",557000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'RDC')",APPART A VENDR,75011,['45.4 M²'],45.4,0.0,0,0,1,2,0,0
"Appartement à vendre - Paris 17ème - 598 000 € - 2 pièces, 1 chambre, 46,6 m², Étage 1/5","['APPART A VENDR', 'PARIS 17EM', '2 PIEC', '1 CHAMBR', '46.6 M²', 'ETAG 1/5']",598000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'ETAG')",APPART A VENDR,75017,['46.6 M²'],46.6,0.0,0,0,1,2,1,5
"Appartement à vendre - Paris 18ème - 845 000 € - 3 pièces, 2 chambres, 69,8 m², Étage 2/6","['APPART A VENDR', 'PARIS 18EM', '3 PIEC', '2 CHAMBR', '69.8 M²', 'ETAG 2/6']",845000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'ETAG')",APPART A VENDR,75018,['69.8 M²'],69.8,0.0,0,0,2,3,2,6
"Appartement à vendre - Les Lilas - 535 000 € - 3 pièces, 2 chambres, 77 m², Étage 6/7","['APPART A VENDR', 'LE LIL', '3 PIEC', '2 CHAMBR', '77 M²', 'ETAG 6/7']",535000.0,EUR,"('APPART A VENDR', 'LE LIL', 'PIEC', 'CHAMBR', 'M²', 'ETAG')",APPART A VENDR,93000,['77 M²'],77.0,0.0,0,0,2,3,6,7
"Appartement à vendre - Paris 18ème - 780 000 € - 3 pièces, 2 chambres, 100 m², RDC/4","['APPART A VENDR', 'PARIS 18EM', '3 PIEC', '2 CHAMBR', '100 M²', 'RDC/4']",780000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'RDC')",APPART A VENDR,75018,['100 M²'],100.0,0.0,0,0,2,3,0,4
"Appartement à vendre - Paris 18ème - 645 000 € - 3 pièces, 2 chambres, 70 m², Étage 3/6","['APPART A VENDR', 'PARIS 18EM', '3 PIEC', '2 CHAMBR', '70 M²', 'ETAG 3/6']",645000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'ETAG')",APPART A VENDR,75018,['70 M²'],70.0,0.0,0,0,2,3,3,6
"Appartement à vendre - Paris 15ème - 1 180 000 € - 4 pièces, 3 chambres, 88 m², RDC/7","['APPART A VENDR', 'PARIS 15EM', '4 PIEC', '3 CHAMBR', '88 M²', 'RDC/7']",1180000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'RDC')",APPART A VENDR,75015,['88 M²'],88.0,0.0,0,0,3,4,0,7
"Duplex à vendre - Paris 11ème - 410 000 € - 2 pièces, 1 chambre, 34 m², Étage 1/2","['DUPLEX A VENDR', 'PARIS 11EM', '2 PIEC', '1 CHAMBR', '34 M²', 'ETAG 1/2']",410000.0,EUR,"('DUPLEX A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'ETAG')",DUPLEX A VENDR,75011,['34 M²'],34.0,0.0,0,0,1,2,1,2
"Appartement à vendre - Paris 11ème - 2 995 000 € - 5 pièces, 4 chambres, 229,9 m², Étage 2/6","['APPART A VENDR', 'PARIS 11EM', '5 PIEC', '4 CHAMBR', '229.9 M²', 'ETAG 2/6']",2995000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'ETAG')",APPART A VENDR,75011,['229.9 M²'],229.9,0.0,0,0,4,5,2,6
"Appartement à vendre - Paris 7ème - 850 000 € - 3 pièces, 2 chambres, 51,3 m², 5ème étage","['APPART A VENDR', 'PARIS 7EM', '3 PIEC', '2 CHAMBR', '51.3 M²', '5EM ETAG']",850000.0,EUR,"('APPART A VENDR', 'PARIS', 'PIEC', 'CHAMBR', 'M²', 'ETAG')",APPART A VENDR,75007,['51.3 M²'],51.3,0.0,0,0,2,3,5,5
